Napoléon Bonaparte,Napoléon Ier,89 566
Narendra Modi,Narendra Modi,2 859
Nastassja Kinski,Nastassja Kinski,5 876
Natacha Amal,Natacha Amal,3 466
Natalie Portman,Natalie Portman,59 905
Natascha Kampusch,Affaire Natascha Kampusch,6 383
Nathalie Baye,Nathalie Baye,16 751
Nathalie Kosciusko-Morizet,Nathalie Kosciusko-Morizet,7 209
Nathalie Sarraute,Nathalie Sarraute,8 867
Neil Amstrong,Neil Armstrong,26 733
Nelson Mandela,Nelson Mandela,71 975
Nelson Monfort,Nelson Monfort,18 128
Neve Campbell,Neve Campbell,6 297
Nick Nolte,Nick Nolte,5 669
Nicolae Ceaușescu,Nicolae Ceaușescu,10 886
Nicolas Anelka,Nicolas Anelka,61 933
Nicolas Appert,Nicolas Appert,2 279
Nicolas Bedos,Nicolas Bedos,9 696
Nicolas Cage,Nicolas Cage,23 162
Nicolas Cantaloup,Canteloup,80
Nicolas Demorand,Nicolas Demorand,4 425
Nicolas Hulot,Nicolas Hulot,14 834
Nicolás Maduro,Nicolás Maduro,7 197
Nicolas Sarkozy,Nicolas Sarkozy,38 801
Nicole Croisille,Nicole Croisille,3 898
Nicole Kidman,Nicole Kidman,19 643
Nicolo Paganini,Niccolò Paganini,3 610
Niels Arestrup,Niels Arestrup,4 778
Nikie de Saint-Phalle,NULL,NULL
Nikita Khrouchtchev,Nikita Khrouchtchev,19 595
Nikola Gogol,Kirill Serebrennikov,522
Nikola Tesla,Nikola Tesla,30 613
Nikos Aliagas,Nikos Aliagas,21 805
Nina Simone,Nina Simone,14 140
Nino Ferrer,Nino Ferrer,11 615
Ninon Chaumette,Aurélie Vaneck,4 838
Nolwenn Leroy,Nolwenn Leroy,32 266
Norah Jones,Norah Jones,6 860
Nostradamus,Nostradamus,13 337
Novak Djokovic,Novak Djokovic,176 666
O.J. Simpson,O. J. Simpson,29 164
Octavio Paz,Octavio Paz,1 213
Olafur Eliasson,Olafur Eliasson,947
Olivia Ruiz,Olivia Ruiz,13 049
Olivier Besancenot,Olivier Besancenot,5 928
Olivier Marchal,Olivier Marchal,11 142
Olympe de Gouges,Olympe de Gouges,18 253
Omar Bongo,Omar Bongo,3 928
Omar Raddad,Affaire Omar Raddad,7 734
Omar Sharif,Omar Sharif,8 904
Omar Sy,Omar Sy,25 150
Ophélie Winter,Ophélie Winter,25 538
Oprah Windfrey,NULL,NULL
Orelsan,Orelsan,67 160
Orhan Pamuk,Orhan Pamuk,1 803
Orlando Bloom,Orlando Bloom,17 425
Ornella Muti,Ornella Muti,19 214
Orson Welles,Orson Welles,9 991
Oscar Niemeyer,Oscar Niemeyer,3 638
Oscar Wilde,Oscar Wilde,16 521
Oskar Schindler,Oskar Schindler,9 914
Oum Kalthoum,Oum Kalthoum,6 658
Ousmane Sow,Ousmane Sow,1 862
Oussama Ben Laden,Oussama ben Laden,19 035
Ovide,Ovide,8 790
Ozzy Osbourne,Ozzy Osbourne,12 552
Pablo Escobar,Pablo Escobar,103 316
Pablo Neruda,Pablo Neruda,10 767
Pablo Picasso,Pablo Picasso,75 322
Pamela Anderson,Pamela Anderson,80 471
Paolo Nutini,Paolo Nutini,1 016
Paris Hilton,Paris Hilton,15 623
Pascal Brunner,Pascal Brunner,3 427
Pascal Legitimus,Pascal Légitimus,7 986
Pascal Obispo,Pascal Obispo,23 315
Pascal Sevran,Pascal Sevran,6 668
Pascale Clark,Pascale Clark,2 838
Patrice Chéreau,Patrice Chéreau,3 858
Patricia Arquette,Patricia Arquette,4 393
Patricia Cornwell,Patricia Cornwell,4 071
Patricia Kaas,Patricia Kaas,8 037
Patrick Bouchitey,Patrick Bouchitey,3 656
Patrick Bruel,Patrick Bruel,37 815
Patrick Chesnais,Patrick Chesnais,8 360
Patrick de Carolis,Patrick de Carolis,1 967
Patrick Dewaere,Patrick Dewaere,27 187
Patrick Dils,Patrick Dils,9 861
Patrick Hernandez,Patrick Hernandez,4 501
Patrick Juvet,Patrick Juvet,14 185
Patrick Modiano,Patrick Modiano,8 256
Patrick Poivre d’Arvor,Patrick Poivre d'Arvor,16 782
Patrick Sabatier,Patrick Sabatier,5 066
Patrick Sébastien,Patrick Sébastien,51 473
Patrick Timsit,Patrick Timsit,6 058
Paul Auster,Paul Auster,5 283
Paul Bettany,Paul Bettany,11 856
Paul Bocuse,Paul Bocuse,14 823
Paul Cézanne,Paul Cézanne,12 708
Paul Eluard,Paul Éluard,28 159
Paul Kagame,Paul Kagame,9 135
Paul McCartney,Paul McCartney,25 368
Paul Newman,Paul Newman,11 313
Paul Simon,Paul Simon (chanteur),17 356
Paul Verlaine,Paul Verlaine,41 608
Paul-Emile Victor,Paul-Émile Victor,2 988
Pedro Almodovar,Pedro Almodóvar,9 296
Pénélope Cruz,Penélope Cruz,30 301
Pericles,Périclès,7 528
Pete Doherty,Pete Doherty,4 699
Pete Sampras,Pete Sampras,25 826
Peter Falk,Peter Falk,7 250
Phil Collins,Phil Collins,16 614
Philippe Bouvard,Philippe Bouvard,22 242
Philippe Candeloro,Philippe Candeloro,4 428
Philippe Caroit,Philippe Caroit,2 837
Philippe Corentin,Philippe Corentin,185
Philippe Gildas,Philippe Gildas,10 460
Philippe Lelouche,Philippe Lellouche,13 407
Philippe Noiret,Philippe Noiret,8 946
Philippe Pétain,Philippe Pétain,40 712
Pierce Brosnan,Pierce Brosnan,25 540
Pierre Alexis Ponson du Terrail,Pierre Alexis de Ponson du Terrail,665
Pierre Arditi,Pierre Arditi,18 315
Pierre Bachelet,Pierre Bachelet,14 731
Pierre Bellemare,Pierre Bellemare,653 491
Pierre Bénichon,Patrimoine culinaire du canton de Fribourg,82
Pierre Bérégovoy,Pierre Bérégovoy,8 952
Pierre Bergé,Pierre Bergé,13 068
Pierre Bourdieu,Pierre Bourdieu,19 124
Pierre Cardin,Pierre Cardin,6 040
Pierre Corneille,Pierre Corneille,38 445
Pierre Curie,Pierre Curie,5 477
Pierre de Coubertin,Pierre de Coubertin,11 956
Pierre de Ronsard,Pierre de Ronsard,31 671
Pierre Desproges,Pierre Desproges,14 709
Pierre Gattaz,Pierre Gattaz,4 508
Pierre Laval,Pierre Laval,14 434
Pierre Lescure,Pierre Lescure,8 147
Pierre Ménès,Pierre Ménès,22 168
Pierre Palmade,Pierre Palmade,6 239
Pierre Perret,Pierre Perret,14 511
Pierre Rabhi,Pierre Rabhi,16 203
Pierre Richard,Pierre Richard,23 359
Pierre Troisgros,Troisgros,3 374
Pina Bausch,Pina Bausch,3 889
Pio Marmaï,Pio Marmaï,11 136
Piotr Ilitch Tchaïkovski,Piotr Ilitch Tchaïkovski,11 189
Plantu,Plantu,2 692
Platon,Platon,31 162
Pline le jeune,Pline le Jeune,3 333
Pol Pot,Pol Pot,9 439
Prince Charles,Prince Charles,406
Puff Daddy,Sean Combs,17 059
Pythagore,Pythagore,15 742
Rabindranath Tagore,Rabindranath Tagore,2 210
Rachel McAdams,Rachel McAdams,23 346
Rachid Arhab,Rachid Arhab,2 197
Rachid Taha,Rachid Taha,3 720
Rachida Brakni,Rachida Brakni,6 454
Rachida Dati,Rachida Dati,9 876
Rafael Nadal,Rafael Nadal,632 418
Rainier Grimaldi (de Monaco),Maison Grimaldi,3 664
Ralph Fiennes,Ralph Fiennes,12 317
Rama Yade,Rama Yade,4 394
Raoul Salan,Raoul Salan,5 386
Raphaël,Raphaël,2 671
Raphaël Mezrahi,Raphaël Mezrahi,3 500
Raphaël Nadal,Rafael Nadal,632 418
Raul Castro,Raúl Castro,4 284
Ray Bradburry,Ray Bradbury,4 933
Ray Charles,Ray Charles,14 983
Raymond Barre,Raymond Barre,6 696
Raymond Devos,Raymond Devos,6 454
Raymond Domenech,Raymond Domenech,46 849
Raymond Goscinny,René Goscinny,7 371
Raymond Poincaré,Raymond Poincaré,7 637
Raymond Queneau,Raymond Queneau,9 390
Recep Tayyip Erdogan,Recep Tayyip Erdoğan,20 006
Rémi Fraisse,Manifestation des 25 et 26 octobre 2014 contre le barrage de Sivens,948
Rémi Gaillard,Rémi Gaillard,9 662
Renan Luce,Renan Luce,4 674
Renaud (Séchan),Renaud,36 304
Renaud Capuçon,Renaud Capuçon,4 718
René Angélil,René Angélil,7 577
René Barjavel,René Barjavel,8 333
René Cassin,René Cassin,3 925
René Char,René Char,7 184
René Coty,René Coty,13 793
René Descartes,René Descartes,26 375
René Lacoste,René Lacoste,12 385
Richard Anconina,Richard Anconina,15 044
Richard Berry,Richard Berry,14 498
Richard Bohringer,Richard Bohringer,15 506
Richard Branson,Richard Branson,8 343
Richard Gasquet,Richard Gasquet,41 208
Richard Gere,Richard Gere,9 309
Richard Nixon,Richard Nixon,19 206
Richard Virenque,Richard Virenque,3 559
Rihanna,Rihanna,61 187
Rita Cadillac,Rita Cadillac,407
Roald Amundsen,Roald Amundsen,2 247
Roald Dahl,Roald Dahl,9 717
Robert Badinter,Robert Badinter,9 515
Robert Charlebois,Robert Charlebois,4 285
Robert de Niro,Robert De Niro,32 656
Robert Doineau,Union des démocrates et indépendants,5 982
Robert Lee,Robert Lee,9 312
Robert Louis Stevenson,Robert Louis Stevenson,9 135
Robert Oppenheimer,Robert Oppenheimer,5 981
Robert Pirès,Robert Pirès,62 688
Robert Redford,Robert Redford,14 066
Robert Schuman,Robert Schuman,11 627
Roberto Benigni,Roberto Benigni,5 575
Roberto Mussolini,Alessandra Mussolini,2 304
Robin Williams,Robin Williams,32 090
Rocco Siffredi,Rocco Siffredi,25 413
Rodrigo Duterte,Rodrigo Duterte,4 770
Roger Carel,Roger Carel,13 140
Roger Federer,Roger Federer,301 660
Roger Frison-Roche,Roger Frison-Roche,1 820
Rokhaya Diallo,Rokhaya Diallo,7 620
Roland Garros,Roland Garros,78 296
Roland Marci,Personnages de Plus belle la vie,14 922
Romain Duris,Romain Duris,24 467
Romain Gary,Romain Gary,34 933
Roman Polanski,Roman Polanski,19 077
Romane Bohringer,Romane Bohringer,7 247
Romy Schneider,Romy Schneider,118 100
Ronald Reagan,Ronald Reagan,22 912
Ronaldinho,Ronaldinho,70 513
Ronaldo,Ronaldo,93 773
Rosa Bonheur,Rosa Bonheur,3 400
Rosa Parks,Rosa Parks,39 385
Rosanna Arquette,Rosanna Arquette,6 514
Rose Laurens,Rose Laurens,11 500
Roselyne Bachelot,Roselyne Bachelot,15 052
Rouhollah Khomeini (Ayatollah),Rouhollah Khomeini,10 838
Rowan Atkinson,Rowan Atkinson,15 899
Rudyard Kipling,Rudyard Kipling,9 392
Rufus,Rufus,5 255
Rupert Everett,Rupert Everett,5 359
Rupert Murdoch,Rupert Murdoch,3 959
Russell Crowe,Russell Crowe,17 668
Ryan Gosling,Ryan Gosling,28 294
Saad Hariri,Saad Hariri,2 393
Sabine Azéma,Sabine Azéma,5 305
Sacha Baron Cohen,Sacha Baron Cohen,10 831
Saddam Hussein,Saddam Hussein,26 590
Sadi Carnot,Sadi Carnot (homme politique),7 669
Saint-John Perse,Saint-John Perse,3 877
Salif Keïta,Salif Keïta (football, 1946),3 915
Salvador Allende,Salvador Allende,9 173
Salvador Dalí,Salvador Dalí,38 783
Salvatore Adamo,Salvatore Adamo,12 456
Sam Cooke,Sam Cooke,2 982
Sami Bouajila,Sami Bouajila,3 683
Samuel Beckett,Samuel Beckett,15 668
Samuel Benchetrit,Samuel Benchetrit,20 794
Samuel L. Jackson,Samuel L. Jackson,23 118
Samuel Morse,Samuel Morse,2 920
Samy Naceri,Samy Naceri,23 986
Sandra Bullock,Sandra Bullock,32 953
Sandrine Bonnaire,Sandrine Bonnaire,5 557
Sandrine Kiberlain,Sandrine Kiberlain,12 043
Saoirse Ronan,Saoirse Ronan,5 943
Sarah Breedlove,Madam C.J. Walker,368
Sarah Palin,Sarah Palin,2 637
Scarlett Johansson,Scarlett Johansson,40 271
Sean Connery,Sean Connery,24 812
Sean Penn,Sean Penn,10 487
Sebastian Kurz,Sebastian Kurz,8 268
Sébastien Chabal,Sébastien Chabal,8 410
Sebastien Loeb,Sébastien Loeb,19 565
Ségolène Royal,Ségolène Royal,12 020
Serena Williams,Serena Williams,146 396
Serge Dassault,Serge Dassault,259 224
Serge Gainsbourg,Serge Gainsbourg,43 441
Serge Klarsfeld,Serge Klarsfeld,3 971
Serge Moati,Serge Moati,4 656
Serge Reggiani,Serge Reggiani,10 210
Sergeï Skripal,Empoisonnement de Sergueï et Ioulia Skripal,2 952
Sergio Leone,Sergio Leone,6 554
Shakira,Shakira,83 378
Sheryl Crowe,Sheryl Crow,3 140
Shimon Peres,Shimon Peres,4 587
Shinzō Abe,Shinzō Abe,6 246
Shirin Ebadi,Shirin Ebadi,776
Sidney Lumet,Sidney Lumet,2 700
Sigmund Freud,Sigmund Freud,27 697
Silvester Stalone,Sylvester Stallone,74 159
Silvio Berlusconi,Silvio Berlusconi,10 408
Simon Baker,Simon Baker,7 789
Simone de Beauvoir,Simone de Beauvoir,31 244
Simone Garnier,Simone Garnier,2 975
Simone Signoret,Simone Signoret,21 291
Simone Veil,Simone Veil,58 197
Sirimavo Bandaranaike,Sirimavo Bandaranaike,398
Sitting Bull,Sitting Bull,5 349
Slobodan Milošević,Slobodan Milošević,7 464
Socrate,Socrate,26 719
Sœur Emmanuelle,Sœur Emmanuelle,4 481
Sœur sourire,Sœur Sourire,3 890
Sofia Coppola,Sofia Coppola,8 278
Sojourner Truth,Sojourner Truth,639
Sonia Rykiel,Sonia Rykiel,2 163
Sophia Loren,Sophia Loren,13 976
Sophie Calle,Sophie Calle,2 388
Sophie Daumier,Sophie Daumier,5 657
Sophie Davant,Sophie Davant,18 518
Sophie Marceau,Sophie Marceau,29 803
Sophie Scholl,Sophie Scholl,19 955
Sophocle,Sophocle,8 613
Souad Massi,Souad Massi,2 415
Stanley Kubrick,Stanley Kubrick,22 448
Steeve Jobs,Steve Jobs,35 449
Steffi Graf,Steffi Graf,36 839
Stendhal,Stendhal,24 019
Stéphane Audran,Stéphane Audran,6 594
Stéphane Bern,Stéphane Bern,29 312
Stéphane Collaro,Stéphane Collaro,6 452
Stephane Grapelli,Stéphane Grappelli,1 717
Stéphane Taponier,Stéphane Taponier,565
Stephen Hawking,Stephen Hawking,56 395
Stephen King,Stephen King,28 329
Steve Buscemi,Steve Buscemi,8 054
Steve Jobs,Steve Jobs,35 449
Steven Spielberg,Steven Spielberg,34 432
Stevie Wonder,Stevie Wonder,13 329
Sting,Sting,26 046
Surya Bonaly,Surya Bonaly,2 864
Susan B. Anthony,Susan B. Anthony,781
Suzanne Lenglen,Suzanne Lenglen,14 895
Suzi Quatro,Suzi Quatro,1 726
Sydney Bechet,Sidney Bechet,2 760
Sylvie Vartan,Sylvie Vartan,17 132
Tahar Ben Jelloun,Tahar Ben Jelloun,6 018
Takashi Murakami,Takashi Murakami,4 030
Teddy Riner,Teddy Riner,22 612
Tenzin Gyatso,Tenzin Gyatso,9 387
Terrence Malick,Terrence Malick,5 060
Terry Gilliam,Terry Gilliam,20 640
Theodore Roosevelt,Theodore Roosevelt,11 747
Theresa May,Theresa May,12 287
Thierry Ardisson,Thierry Ardisson,17 906
Thierry Beccaro,Thierry Beccaro,4 987
Thierry Henry,Thierry Henry,204 141
Thierry Le Luron,Thierry Le Luron,7 372
Thierry Lhermitte,Thierry Lhermitte,12 567
Thierry Roland,Thierry Roland,33 660
Thierry Sabine,Thierry Sabine,2 034
Thomas Edison,Thomas Edison,21 166
Thomas Fersen,Thomas Fersen,2 719
Thomas Mann,Thomas Mann,4 572
Thomas Moore,Thomas More,11 210
Thomas More,Thomas More,11 210
Thomas Pesquet,Thomas Pesquet,14 859
Tiger Woods,Tiger Woods,10 901
Tignous,Tignous,1 521
Tim Allen,Tim Allen,1 523
Tim Burton,Tim Burton,25 655
Tim Roth,Tim Roth,10 220
Tina Arena,Tina Arena,11 683
Tina Turner,Tina Turner,44 909
Tino Rossi,Tino Rossi,5 671
Tom Cruise,Tom Cruise,52 084
Tom Hanks,Tom Hanks,26 666
Tom Hardy,Tom Hardy,27 140
Tommy Lee Jones,Tommy Lee Jones,9 553
Toni Morrison,Toni Morrison,3 905
Tony Blair,Tony Blair,6 095
Tony Curtis,Tony Curtis,6 735
Tony Parker,Tony Parker,30 209
Toutânkhamon,Toutânkhamon,11 396
Uwe Rosenberg,Uwe Rosenberg,161
Vaclav Havel,Václav Havel,2 640
Valentina Tereshkova,Valentina Terechkova,4 827
Valentino Rossi,Valentino Rossi,23 456
Valérie Bègue,Valérie Bègue,15 317
Valérie Benguigui,Valérie Benguigui,14 075
Valérie Donzelli,Valérie Donzelli,4 830
Valérie Lemercier,Valérie Lemercier,13 102
Valéry Giscard D’Estaing,Valéry Giscard d'Estaing,51 299
Vanessa Paradis,Vanessa Paradis,46 923
Vasco de Gama,Vasco de Gama,24 567
Venus Williams,Venus Williams,54 119
Vercingetorix,Vercingétorix,14 982
Véronique Genest,Véronique Genest,9 183
Véronique Jannot,Véronique Jannot,26 037
Victor Hugo,Victor Hugo,130 972
Victor Schœlcher,Victor Schœlcher,10 088
Victoria (reine),Victoria (reine),72 908
Victoria Abril,Victoria Abril,8 236
Victoria Beckham,Victoria Beckham,17 693
Viggo Mortensen,Viggo Mortensen,10 841
Viktor Orban,Viktor Orbán,4 319
Vin Diesel,Vin Diesel,23 498
Vincent Auriol,Vincent Auriol,6 090
Vincent Bolloré,Vincent Bolloré,23 858
Vincent Cassel,Vincent Cassel,90 367
Vincent Lagaf',Vincent Lagaf',48 042
Vincent Lindon,Vincent Lindon,22 606
Vincent Van Gogh,Vincent van Gogh,40 821
Viola Davis,Viola Davis,9 688
Virginia Woolf,Virginia Woolf,9 302
Virginie Ledoyen,Virginie Ledoyen,13 599
Vladimir Ilitch Lénine,Vladimir Ilitch Lénine,26 273
Vladimir Poutine,Vladimir Poutine,64 572
Voltaire,Voltaire,80 858
Walt Disney,Walt Disney,26 081
Wernher von Braun,Wernher von Braun,5 113
Wes Anderson,Wes Anderson,12 422
Whitney Houston,Whitney Houston,29 572
Whoopi Goldberg,Whoopi Goldberg,7 526
Will Smith,Will Smith,41 433
Willem Dafoe,Willem Dafoe,8 183
William Faulkner,William Faulkner,4 463
William Shakespeare,William Shakespeare,38 249
William Sheller,William Sheller,6 464
Wim Wenders,Wim Wenders,4 507
Winnie Mandela,Winnie Mandela,3 299
Winona Ryder,Winona Ryder,20 079
Winston Churchill,Winston Churchill,71 648
Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,163 804
Woody Allen,Woody Allen,22 786
Woody Harrelson,Woody Harrelson,24 915
Xavier Beauvois,Xavier Beauvois,2 368
Xavier Dupont de Ligonnès,Affaire Dupont de Ligonnès,9 760
Xi Jinping,Xi Jinping,9 580
Yael Naim,Yael Naim,2 157
Yann Arthus-Bertrand,Yann Arthus-Bertrand,4 215
Yann Barthès,Yann Barthès,24 336
Yannick Noah,Yannick Noah,48 835
Yasmina Khadra,Yasmina Khadra,8 106
Yasmina Reza,Yasmina Reza,8 148
Yasser Arafat,Yasser Arafat,15 485
Yehudi Menuhin,Yehudi Menuhin,1 719
Yitzhak Rabin,Yitzhak Rabin,8 415
Yma Sumac,Yma Sumac,1 151
Yo-Yo Ma,Yo-Yo Ma,946
Yoko Ono,Yoko Ono,10 650
Yolande Moreau,Yolande Moreau,6 313
Youri Gagarine,Youri Gagarine,12 536
Youssou N’Dour,Youssou N'Dour,8 185
Yul Brynner,Yul Brynner,9 639
Yvan Attal,Yvan Attal,24 031
Yvan Colonna,Yvan Colonna,5 978
Yvan le Bolloc’h,Yvan Le Bolloc'h,5 335
Yves Calvi,Yves Calvi,5 220
Yves Montand,Yves Montand,22 130
Yves Rénier,Yves Rénier,7 191
Zabou Breitman,Zabou Breitman,40 805
Zazie,Zazie,55 992
Zinedine Zidane,Zinédine Zidane,689 548
Zlatan Ibrahimovic,Zlatan Ibrahimović,120 489
Zsa Zsa Gabor,Zsa Zsa Gábor,1 623
Card 0,Formule de Grassmann,604
Card 1,Cardcaptor Sakura,6 868
Card 2,Saison 2 de House of Cards,1 410
Card 3,Saison 3 de House of Cards,1 658
Card 4,Saison 4 de House of Cards,2 141
Card 5,Saison 5 de House of Cards,3 146
Card 6,House of Cards (série télévisée, 2013),17 223
Card 7,House of Cards (série télévisée, 2013),17 223
Card 8,House of Cards (série télévisée, 2013),17 223
Card 9,House of Cards (série télévisée, 2013),17 223
Card 10,House of Cards (série télévisée, 2013),17 223
Card 11,USS Card (CVE-11),25
Card 12,House of Cards (série télévisée, 2013),17 223
Card 13,House of Cards (série télévisée, 2013),17 223
Card 14,House of Cards (série télévisée, 2013),17 223
Card 15,House of Cards (série télévisée, 2013),17 223
Card 16,House of Cards (série télévisée, 2013),17 223
Card 17,House of Cards (série télévisée, 2013),17 223
Card 18,House of Cards (série télévisée, 2013),17 223
Card 19,House of Cards (série télévisée, 2013),17 223
Card 20,House of Cards (série télévisée, 2013),17 223
Card 21,House of Cards (série télévisée, 2013),17 223
Card 22,House of Cards (série télévisée, 2013),17 223
Card 23,House of Cards (série télévisée, 2013),17 223
Card 24,Wild card (tennis),2 810
Card 25,Wild card (tennis),2 810
Card 26,Cardcaptor Sakura,6 868
Card 27,Cardcaptor Sakura,6 868
Card 28,Wild card (tennis),2 810
Card 29,House of Cards (série télévisée, 2013),17 223
Card 30,House of Cards (série télévisée, 2013),17 223
Card 31,House of Cards (série télévisée, 2013),17 223
Card 32,Personal Computer Memory Card International Association,221
Card 33,Personal Computer Memory Card International Association,221
Card 34,ExpressCard,384
Card 35,Cardcaptor Sakura,6 868
Card 36,Cardcaptor Sakura,6 868
Card 37,Cardcaptor Sakura,6 868
Card 38,The Turn of a Friendly Card,164
Card 39,Cardcaptor Sakura,6 868
Card 40,USS Card (CVE-11),25
Card 41,Cardcaptor Sakura,6 868
Card 42,VCard,2 116
Card 43,Cardcaptor Sakura,6 868
Card 44,Wisconsin card sorting test,363
Card 45,Cardcaptor Sakura,6 868
Card 46,Cardcaptor Sakura,6 868
Card 47,Card sharing,837
Card 48,Carte mémoire,1 975
Card 49,Robin Wright,14 550
Card 50,Cardcaptor Sakura,6 868
Card 51,Cardcaptor Sakura,6 868
Card 52,Jeu de cartes français,15 466
Card 53,Pokémon Trading Card Game,1 386
Card 54,ExpressCard,384
Card 55,House of Cards (série télévisée, 2013),17 223
Card 56,Pokémon Trading Card Game,1 386
Card 57,Wisconsin card sorting test,363
Card 58,Cardcaptor Sakura,6 868
Card 59,Cardcaptor Sakura,6 868
Card 60,Pokémon Trading Card Game,1 386
Card 61,Cardcaptor Sakura,6 868
Card 62,Cardcaptor Sakura,6 868
Card 63,Cardcaptor Sakura,6 868
Card 64,Carte mémoire,1 975
Card 65,Cardcaptor Sakura,6 868
Card 66,Cardcaptor Sakura,6 868
Card 67,Wisconsin card sorting test,363
Card 68,Cardcaptor Sakura,6 868
Card 69,Cardcaptor Sakura,6 868
Card 70,Cardcaptor Sakura,6 868
Card 71,Cardcaptor Sakura,6 868
Card 72,Charmed (série télévisée, 1998),9 791
Card 73,Cristiano Ronaldo,593 805
Card 74,Java Card,404
Card 75,ExpressCard,384
Card 76,House of Cards (série télévisée, 2013),17 223
Card 77,Cardeur,400
Card 78,Usain Bolt,62 845
Card 79,Card sharing,837
Card 80,House of Cards (série télévisée, 2013),17 223
Card 81,Usain Bolt,62 845
Card 82,Usain Bolt,62 845
Card 83,Liste des plus grands stades du monde,17 204
Card 84,House of Cards (série télévisée, 2013),17 223
Card 85,House of Cards (série télévisée, 2013),17 223
Card 86,Card sharing,837
Card 87,Usain Bolt,62 845
Card 88,Cristiano Ronaldo,593 805
Card 89,Wisconsin card sorting test,363
Card 90,Wisconsin card sorting test,363
Card 91,Flanelle,1 325
Card 92,Formule de Grassmann,604
Card 93,Cristiano Ronaldo,593 805
Card 94,Cristiano Ronaldo,593 805
Card 95,UCI World Tour 2018,8 891
Card 96,Espace Schengen,52 937
Card 97,Zinédine Zidane,689 548
Card 98,Roger Federer,301 660
Card 99,Liste des jeux vidéo Pokémon,6 800
Card 100,Usain Bolt,62 845
Card 101,Pokémon Trading Card Game,1 386
Card 102,Roger Zelazny,956
Card 103,Formule de Grassmann,604
Card 104,Liste des épisodes de House of Cards,627
Card 105,Rakuten,24 319
Card 106,Personal Computer Memory Card International Association,221
Card 107,PCI Express,5 311
Card 108,Liste des épisodes de House of Cards,627
Card 109,Open de Chine de snooker 2017,8
Card 110,Liste des plus grands stades du monde,17 204
Card 111,VCard,2 116
Card 112,Oberthur Technologies,785
Card 113,Carte mémoire,1 975
Card 114,La Stratégie Ender (film),1 913
Card 115,Yu-Gi-Oh! R,774
Card 116,Roger Federer,301 660
Card 117,Cardinalité (mathématiques),1 553
Card 118,Carte mémoire,1 975
Card 119,Dégradation logicielle,48
Card 120,Liste des plus hauts immeubles de Los Angeles,380
Card 121,Carte mémoire,1 975
Card 122,Open de Chine de snooker 2017,8
Card 123,Espace Schengen,52 937
Card 124,Championnat international de snooker 2016,6
Card 125,Netflix,61 942
Card 126,Personal Computer Memory Card International Association,221
Card 127,Kate Mara,10 831
Card 128,Carte mémoire,1 975
Card 129,Open de Chine de snooker 2017,8
Card 130,David Card,58
Card 131,Liste des plus grands stades du monde,17 204
Card 132,Rafael Nadal,632 418
Card 133,YesCard,2 584
Card 134,Championnat international de snooker 2016,6
Card 135,Roger Federer,301 660
Card 136,Championnat international de snooker 2016,6
Card 137,Carte mémoire,1 975
Card 138,Open de Chine de snooker 2017,8
Card 139,Wuxi Classic 2013,0
Card 140,Carte de résident permanent aux États-Unis,4 802
Card 141,David Card,58
Card 142,Roger Zelazny,956
Card 143,Carte mémoire,1 975
Card 144,Carte mémoire,1 975
Card 145,Wisconsin card sorting test,363
Card 146,Liste des plus grands stades du monde,17 204
Card 147,Java Card,404
Card 148,Léonard de Vinci,77 752
Card 149,Liste des plus grands stades du monde,17 204
Card 150,Carte SD,8 656
Card 151,Roger Zelazny,956
Card 152,Cristiano Ronaldo,593 805
Card 153,Cristiano Ronaldo,593 805
Card 154,Gérard Depardieu,40 650
Card 155,Rafael Nadal,632 418
Card 156,Léonard de Vinci,77 752
Card 157,Roger Zelazny,956
Card 158,EXO (groupe),183 839
Card 159,Roger Federer,301 660
Card 160,YesCard,2 584
Card 161,Saison 2006 de la NFL,26
Card 162,Java Card,404
Card 163,YesCard,2 584
Card 164,Kate Mara,10 831
Card 165,Donald Trump,125 082
Card 166,Foie cardiaque,1 583
Card 167,Carte mémoire,1 975
Card 168,Liste des plus grands stades du monde,17 204
Card 169,Roger Zelazny,956
Card 170,Cardes à la provençale,65
Card 171,Roger Zelazny,956
Card 172,Marseille,52 511
Card 173,Juste comme ça (intégral),148
Card 174,Guerre du Viêt Nam,56 865
Card 175,Vol 175 United Airlines,1 197
Card 176,Oberthur Technologies,785
Card 177,Léonard de Vinci,77 752
Card 178,Simple messieurs de l'US Open de tennis 2010,448
Card 179,Roger Federer,301 660
Card 180,Desperate Housewives,40 720
Card 181,Card sharing,837
Card 182,Oberthur Technologies,785
Card 183,Attentats du 11 septembre 2001,42 995
Card 184,Impulsion électromagnétique nucléaire,500
Card 185,Orson Scott Card,1 291
Card 186,Liste des plus grands stades du monde,17 204
Card 187,Dégradation logicielle,48
Card 188,Une guerre de dons,272
Card 189,Dégradation logicielle,48
Card 190,Rafael Nadal,632 418
Card 191,Agatha Christie,20 688
Card 192,Dégradation logicielle,48
Card 193,Théorème d'Erdős-Kaplansky,59
Card 194,Zinédine Zidane,689 548
Card 195,Roger Zelazny,956
Card 196,Carte mémoire,1 975
Card 197,Dégradation logicielle,48
Card 198,Records du tennis,34 062
Card 199,Zinédine Zidane,689 548
